Transect,Date (MM/DD/YYYY),Time (HH:MM:SS),Time (Fract. Sec),Site Name,Fault Code,Battery V,Cable Pwr V,ODO % sat,ODO mg/L,Chlorophyll RFU,Chlorophyll µg/L,BGA-PC RFU,BGA-PC µg/L,Temp °C,Cond µS/cm,SpCond µS/cm,Sal psu,nLF Cond µS/cm,TDS mg/L,Turbidity NTU,TSS mg/L,pH,pH mV,Press psi a,Depth m
T-8,6/13/2018,9:44:00,0.158,101,0,5.8,11.5,90,7.54,0.5,2.03,0.17,0.19,24.233,354.5,359.8,0.17,360.4,234,25.83,0,7.63,-67.1,1.05,0.74
T-8,6/13/2018,9:45:36,0.03,102,0,5.8,11.5,89.8,7.52,0.5,2.02,0.19,0.21,24.235,354,359.2,0.17,359.7,233,28.28,0,7.62,-66.6,2.554,1.801
T-8,6/13/2018,9:46:56,0.558,103,0,5.8,11.5,89.7,7.51,0.5,2.01,0.15,0.17,24.236,353.9,359.2,0.17,359.7,233,29.08,0,7.62,-66.5,3.717,2.62
T-8,6/13/2018,9:48:07,0.401,104,0,5.8,11.5,89.6,7.5,0.47,1.93,0.17,0.19,24.237,353.8,359,0.17,359.5,233,29.64,0,7.62,-66.4,4.904,3.457
T-8,6/13/2018,9:49:15,0.373,105,0,5.8,11.5,89.4,7.49,0.53,2.15,0.19,0.21,24.236,353.8,359.1,0.17,359.6,233,29.95,0,7.62,-66.1,6.162,4.344
T-8,6/13/2018,9:50:34,0.033,106,0,5.8,11.5,89.3,7.48,0.53,2.17,0.19,0.21,24.237,354,359.2,0.17,359.7,233,29.54,0,7.62,-66.2,7.398,5.215
T-8,6/13/2018,9:51:19,0.789,107,0,5.8,11.5,89.3,7.48,0.56,2.27,0.18,0.2,24.237,354,359.2,0.17,359.7,233,29.67,0,7.61,-66,8.651,6.099
T-8,6/13/2018,9:51:52,0.094,1XB,0,5.8,11.5,89.3,7.48,0.54,2.18,0.17,0.18,24.239,353.9,359.1,0.17,359.6,233,29.42,0,7.61,-66,8.277,5.835
T-8,6/13/2018,10:19:13,0.502,2XS,0,5.8,11.5,90.9,7.61,0.56,2.27,0.2,0.22,24.276,350,354.9,0.17,355.4,231,28.67,0,7.67,-69.2,0.552,0.389
T-8,6/13/2018,10:20:51,0.981,201,0,5.8,11.5,90.4,7.57,0.55,2.24,0.2,0.22,24.269,350.5,355.5,0.17,356,231,28.2,0,7.64,-67.6,1.309,0.923
T-8,6/13/2018,10:22:25,0.626,202,0,5.8,11.5,90.2,7.55,0.54,2.21,0.19,0.2,24.266,350.8,355.8,0.17,356.3,231,29.9,0,7.63,-67.1,2.47,1.742
T-8,6/13/2018,10:24:15,0.681,203,0,5.8,11.5,90.1,7.54,0.56,2.26,0.19,0.2,24.268,350.3,355.3,0.17,355.8,231,30.14,0,7.64,-67.3,4.208,2.966
T-8,6/13/2018,10:25:44,0.248,204,0,5.8,11.5,90,7.53,0.6,2.45,0.19,0.2,24.267,350.4,355.3,0.17,355.8,231,31.18,0,7.63,-67,4.689,3.306
T-8,6/13/2018,10:26:56,0.755,205,0,5.8,11.5,89.9,7.52,0.56,2.27,0.2,0.22,24.267,350.7,355.7,0.17,356.2,231,30.81,0,7.63,-66.8,6.054,4.268
T-8,6/13/2018,10:28:02,0.955,206,0,5.8,11.5,89.8,7.52,0.57,2.32,0.21,0.23,24.267,350.5,355.5,0.17,356,231,31.51,0,7.62,-66.7,7.12,5.019
T-8,6/13/2018,10:29:12,0.099,207,0,5.8,11.5,89.8,7.51,0.56,2.29,0.18,0.2,24.268,350.5,355.5,0.17,356,231,31.3,0,7.62,-66.6,8.051,5.676
T-8,6/13/2018,10:30:52,0.566,2XB,0,5.8,11.5,89.7,7.51,0.56,2.28,0.18,0.2,24.268,350.4,355.4,0.17,355.9,231,33.03,0,7.62,-66.1,8.803,6.206
T-8,6/13/2018,10:53:56,0.493,4XS,0,5.8,11.5,91.7,7.67,0.61,2.5,0.19,0.2,24.275,342.6,347.4,0.17,347.9,226,28.81,0,7.71,-71.5,0.509,0.359
T-8,6/13/2018,10:55:31,0.809,401,0,5.8,11.5,91.2,7.63,0.6,2.44,0.2,0.22,24.272,342.5,347.4,0.17,347.9,226,30.76,0,7.65,-68.5,1.139,0.803
T-8,6/13/2018,10:56:45,0.045,402,0,5.8,11.5,91,7.61,0.57,2.31,0.19,0.21,24.27,342.5,347.3,0.17,347.8,226,32.92,0,7.65,-68.4,2.516,1.774
T-8,6/13/2018,10:57:49,0.621,403,0,5.8,11.5,90.8,7.6,0.6,2.44,0.21,0.23,24.267,342.4,347.3,0.17,347.8,226,32.98,0,7.64,-67.9,3.776,2.662
T-8,6/13/2018,10:59:06,0.728,404,0,5.8,11.5,90.7,7.59,0.61,2.47,0.2,0.22,24.269,342.4,347.2,0.17,347.7,226,33.38,0,7.64,-67.7,5.064,3.57
T-8,6/13/2018,11:00:35,0.473,405,0,5.8,11.5,90.6,7.58,0.63,2.55,0.2,0.22,24.268,342.3,347.2,0.17,347.7,226,32.91,0,7.64,-67.4,6.338,4.468
T-8,6/13/2018,11:01:45,0.835,406,0,5.8,11.5,90.5,7.58,0.61,2.49,0.2,0.22,24.267,342.3,347.2,0.17,347.6,226,34.85,0,7.63,-66.9,7.629,5.378
T-8,6/13/2018,11:03:27,0.851,407,0,5.8,11.5,90.4,7.56,0.62,2.51,0.23,0.25,24.265,342.2,347.1,0.17,347.6,226,35.61,0,7.63,-66.8,8.996,6.342
T-8,6/13/2018,11:04:07,0.85,4XB,0,5.8,11.5,90.4,7.57,0.64,2.6,0.23,0.25,24.266,342.2,347.1,0.17,347.6,226,37.12,0,7.62,-66.7,9.08,6.401
T-8,6/13/2018,11:26:53,0.46,5XS,0,5.8,11.5,91.2,7.63,0.58,2.34,0.19,0.21,24.275,342.3,347.1,0.17,347.6,226,28.9,0,7.72,-72,0.539,0.38
T-8,6/13/2018,11:28:27,0.955,501,0,5.8,11.5,90.7,7.59,0.57,2.3,0.21,0.22,24.271,342.1,346.9,0.16,347.4,225,28.32,0,7.65,-68.4,1.171,0.826
T-8,6/13/2018,11:29:35,0.264,502,0,5.8,11.5,90.5,7.58,0.55,2.23,0.19,0.2,24.268,342.1,346.9,0.17,347.4,226,29.48,0,7.65,-68.1,2.467,1.739
T-8,6/13/2018,11:30:29,0.712,503,0,5.8,11.5,90.3,7.56,0.57,2.3,0.22,0.24,24.264,342.2,347,0.17,347.5,226,30.57,0,7.65,-67.9,3.861,2.722
T-8,6/13/2018,11:31:32,0.225,504,0,5.8,11.5,90.3,7.56,0.58,2.36,0.17,0.18,24.267,341.9,346.8,0.16,347.3,225,30.31,0,7.64,-67.7,5.119,3.609
T-8,6/13/2018,11:32:21,0.862,505,0,5.8,11.5,90.2,7.55,0.61,2.47,0.17,0.19,24.264,341.9,346.8,0.16,347.3,225,31.78,0,7.63,-67.2,6.455,4.55
T-8,6/13/2018,11:33:18,0.384,506,0,5.8,11.5,90.1,7.54,0.61,2.47,0.19,0.21,24.263,342,346.9,0.16,347.4,225,33,0,7.63,-67.1,8.039,5.667
T-8,6/13/2018,11:34:08,0.589,507,0,5.8,11.5,90,7.53,0.59,2.39,0.19,0.2,24.263,342,346.9,0.16,347.4,225,33.17,0,7.63,-66.7,8.648,6.097
T-8,6/13/2018,11:34:31,0.373,5XB,0,5.8,11.5,90,7.53,0.59,2.41,0.2,0.22,24.264,342.1,346.9,0.16,347.4,226,33.43,0,7.62,-66.7,8.773,6.184
T-9,7/9/2018,8:51:09,0.914,Test,0,5.8,11.6,99.7,8.56,0.34,1.39,0.77,0.78,22.993,0.1,0.1,0,0.1,0,77.63,0,6.81,-23.6,0.074,0.262
T-9,7/9/2018,8:53:07,0.935,1XS,0,5.8,11.5,88,6.94,0.59,2.4,0.05,0.07,27.551,349.4,333.2,0.16,331.4,217,18.85,0,7.64,-72.2,0.475,0.545
T-9,7/9/2018,8:54:28,0.982,101,0,5.8,11.5,87.1,6.87,0.56,2.29,0.04,0.05,27.555,348.8,332.6,0.16,330.8,216,21.34,0,7.58,-68.7,1.159,1.028
T-9,7/9/2018,8:55:20,0.239,102,0,5.8,11.5,87,6.86,0.53,2.16,0.03,0.04,27.556,348.9,332.6,0.16,330.9,216,21.03,0,7.56,-67.4,2.567,2.021
T-9,7/9/2018,8:56:23,0.471,103,0,5.8,11.5,86.8,6.84,0.55,2.24,0.04,0.05,27.551,348.8,332.6,0.16,330.8,216,21.73,0,7.54,-66.5,3.943,2.992
T-9,7/9/2018,8:57:18,0.298,104,0,5.8,11.5,86.5,6.82,0.54,2.17,0.03,0.04,27.541,348.3,332.2,0.16,330.4,216,22.46,0,7.53,-65.9,5.399,4.019
T-9,7/9/2018,8:58:04,0.588,105,0,5.8,11.5,86.4,6.81,0.56,2.26,0.06,0.07,27.536,348.1,332.1,0.16,330.3,216,22.71,0,7.53,-65.6,6.808,5.014
T-9,7/9/2018,8:59:05,0.583,106,0,5.8,11.5,86.3,6.81,0.59,2.37,0.07,0.09,27.537,348.4,332.3,0.16,330.6,216,22.46,0,7.52,-64.9,8.225,6.013
T-9,7/9/2018,9:01:31,0.961,1XB,0,5.8,11.5,86.2,6.8,0.59,2.41,0.06,0.07,27.526,348.5,332.4,0.16,330.7,216,25.2,0,7.5,-63.8,9.154,6.669
T-9,7/9/2018,9:22:58,0.47,2XS,0,5.8,11.5,88.6,6.98,0.69,2.79,0.09,0.1,27.523,355.3,338.9,0.16,337.2,220,19.64,0,7.57,-68.3,0.442,0.522
T-9,7/9/2018,9:24:17,0.051,201,0,5.8,11.5,87.8,6.93,0.64,2.58,0.09,0.1,27.536,355.1,338.7,0.16,336.9,220,20.1,0,7.57,-67.9,1.142,1.016
T-9,7/9/2018,9:25:16,0.357,202,0,5.8,11.5,87.5,6.9,0.65,2.65,0.07,0.08,27.534,354.8,338.4,0.16,336.6,220,22.38,0,7.57,-67.9,2.554,2.012
T-9,7/9/2018,9:26:07,0.575,203,0,5.8,11.5,87.5,6.9,0.65,2.63,0.07,0.08,27.528,355.5,339.1,0.16,337.4,220,20.24,0,7.56,-67.6,3.904,2.965
T-9,7/9/2018,9:26:56,0.89,204,0,5.8,11.5,87.3,6.88,0.66,2.68,0.07,0.09,27.524,355.2,338.9,0.16,337.1,220,23.22,0,7.55,-67,5.333,3.973
T-9,7/9/2018,9:28:09,0.816,205,0,5.8,11.5,87.1,6.87,0.68,2.77,0.07,0.08,27.526,355.1,338.7,0.16,337,220,24.32,0,7.55,-66.8,6.858,5.048
T-9,7/9/2018,9:29:53,0.056,206,0,5.8,11.5,87,6.86,0.7,2.84,0.07,0.08,27.529,354.9,338.5,0.16,336.8,220,24.22,0,7.55,-66.7,8.245,6.028
T-9,7/9/2018,9:31:47,0.83,207,0,5.8,11.5,86.8,6.85,0.68,2.73,0.06,0.07,27.528,355,338.6,0.16,336.9,220,24.54,0,7.52,-65.1,9.717,7.066
T-9,7/9/2018,9:35:02,0.201,2XB,0,5.8,11.5,86.8,6.84,0.68,2.75,0.07,0.09,27.521,355.3,338.9,0.16,337.2,220,25.52,0,7.48,-63,10.567,7.666
T-9,7/9/2018,9:53:05,0.057,4XS,0,5.8,11.5,88,6.94,0.72,2.89,0.09,0.1,27.572,352.1,335.6,0.16,333.8,218,23.69,0,7.58,-68.8,0.479,0.548
T-9,7/9/2018,9:54:17,0.495,401,0,5.8,11.5,87.2,6.88,0.65,2.61,0.09,0.11,27.575,354.8,338.2,0.16,336.4,220,25.38,0,7.57,-68,1.095,0.983
T-9,7/9/2018,9:55:25,0.778,402,0,5.8,11.5,87,6.86,0.63,2.56,0.08,0.09,27.568,356.4,339.8,0.16,338,221,23.53,0,7.57,-68.1,2.469,1.952
T-9,7/9/2018,9:56:23,0.933,403,0,5.8,11.5,86.9,6.85,0.63,2.54,0.05,0.06,27.573,355.9,339.2,0.16,337.5,221,24.48,0,7.57,-68,3.89,2.955
T-9,7/9/2018,9:57:50,0.112,404,0,5.8,11.5,86.9,6.85,0.66,2.67,0.09,0.1,27.579,352.8,336.2,0.16,334.5,219,28.32,0,7.57,-67.9,5.36,3.992
T-9,7/9/2018,9:58:50,0.456,405,0,5.8,11.5,86.8,6.84,0.66,2.67,0.08,0.09,27.582,352.8,336.2,0.16,334.4,219,27.08,0,7.57,-67.9,6.745,4.969
T-9,7/9/2018,10:00:03,0.041,406,0,5.8,11.5,86.7,6.84,0.67,2.71,0.07,0.08,27.581,352.4,335.8,0.16,334,218,32.04,0,7.56,-67.4,8.165,5.971
T-9,7/9/2018,10:02:58,0.294,4XB,0,5.8,11.5,86.6,6.82,0.68,2.75,0.08,0.09,27.582,353,336.5,0.16,334.7,219,31.97,0,7.54,-66.1,8.805,6.422
T-9,7/9/2018,10:30:58,0.977,3XS,0,5.8,11.5,88.4,6.97,0.67,2.71,0.07,0.08,27.587,355.8,339.1,0.16,337.3,220,19.25,0,7.6,-70.2,0.406,0.496
T-9,7/9/2018,10:32:39,0.927,301,0,5.8,11.5,88.1,6.94,0.7,2.83,0.09,0.1,27.579,356.2,339.5,0.16,337.7,221,20.09,0,7.6,-69.7,1.147,1.019
T-9,7/9/2018,10:33:39,0.293,302,0,5.8,11.5,87.8,6.92,0.67,2.72,0.07,0.08,27.563,356,339.4,0.16,337.6,221,21.59,0,7.6,-69.7,2.522,1.989
T-9,7/9/2018,10:34:25,0.188,303,0,5.8,11.5,87.7,6.91,0.67,2.72,0.06,0.07,27.561,356.2,339.6,0.16,337.8,221,22.14,0,7.59,-69.6,3.972,3.013
T-9,7/9/2018,10:35:20,0.429,304,0,5.8,11.5,87.5,6.9,0.67,2.73,0.07,0.09,27.553,356.2,339.7,0.16,337.9,221,23.57,0,7.59,-69.2,5.348,3.984
T-9,7/9/2018,10:36:55,0.936,305,0,5.8,11.5,87.4,6.89,0.7,2.83,0.08,0.09,27.56,356.4,339.8,0.16,338,221,23.14,0,7.58,-68.7,6.819,5.021
T-9,7/9/2018,10:38:08,0.628,306,0,5.8,11.5,87.3,6.88,0.74,3,0.1,0.11,27.557,356.9,340.2,0.16,338.5,221,24.9,0,7.57,-68.3,8.126,5.943
T-9,7/9/2018,10:40:19,0.711,3XB,0,5.8,11.5,87.3,6.88,0.74,3,0.1,0.12,27.552,357.2,340.6,0.16,338.9,221,26.44,0,7.55,-66.8,9.378,6.827
T-10,7/9/2018,11:11:39,0.266,Test,0,5.8,11.5,89,7,0.58,2.36,0.06,0.07,27.721,351.1,333.8,0.16,331.9,217,15.25,0,7.66,-73.5,0.418,0.505
T-10,7/9/2018,11:12:46,0.537,1XS,0,5.8,11.5,87.8,6.91,0.58,2.36,0.09,0.1,27.69,350.4,333.3,0.16,331.4,217,18.19,0,7.62,-70.9,0.41,0.5
T-10,7/9/2018,11:13:54,0.861,101,0,5.8,11.5,87.3,6.87,0.6,2.44,0.07,0.09,27.652,350.1,333.2,0.16,331.4,217,21.3,0,7.6,-70.1,1.148,1.02
T-10,7/9/2018,11:14:43,0.841,102,0,5.8,11.5,87.2,6.86,0.59,2.4,0.09,0.1,27.659,350.3,333.3,0.16,331.5,217,19.26,0,7.59,-69.5,2.529,1.994
T-10,7/9/2018,11:15:29,0.48,103,0,5.8,11.5,87,6.85,0.56,2.28,0.06,0.07,27.652,350.1,333.2,0.16,331.4,217,20.64,0,7.59,-69.3,3.96,3.004
T-10,7/9/2018,11:16:20,0.425,104,0,5.8,11.5,86.7,6.82,0.58,2.34,0.08,0.09,27.634,349.9,333.1,0.16,331.3,217,22.97,0,7.58,-68.8,5.36,3.992
T-10,7/9/2018,11:17:07,0.161,105,0,5.8,11.5,86.7,6.82,0.61,2.46,0.08,0.09,27.639,350,333.2,0.16,331.4,217,25.69,0,7.58,-68.8,6.813,5.017
T-10,7/9/2018,11:18:01,0.933,106,0,5.8,11.5,86.5,6.81,0.62,2.51,0.09,0.1,27.63,349.9,333.1,0.16,331.3,217,27.72,0,7.58,-68.7,8.205,5.999
T-10,7/9/2018,11:19:08,0.705,107,0,5.8,11.5,86.4,6.81,0.61,2.48,0.07,0.08,27.631,349.9,333.2,0.16,331.4,217,26.98,0,7.57,-68.3,9.621,6.998
T-10,7/9/2018,11:21:19,0.499,1XB,0,5.8,11.5,86.3,6.79,0.64,2.61,0.09,0.1,27.631,349.9,333.2,0.16,331.4,217,35.07,0,7.53,-65.6,10.298,7.476
T-10,7/9/2018,11:36:31,0.632,2XS,0,5.8,11.5,89,7,0.67,2.73,0.11,0.12,27.716,354.8,337.3,0.16,335.4,219,16.73,0,7.62,-71.1,0.438,0.519
T-10,7/9/2018,11:37:55,0.09,201,0,5.8,11.5,88.7,6.97,0.72,2.92,0.09,0.1,27.728,355,337.4,0.16,335.5,219,15.31,0,7.6,-69.8,1.113,0.995
T-10,7/9/2018,11:38:49,0.731,202,0,5.8,11.5,88.1,6.93,0.65,2.64,0.05,0.06,27.67,354.4,337.2,0.16,335.4,219,19.14,0,7.59,-69.6,2.588,2.036
T-10,7/9/2018,11:39:50,0.113,203,0,5.8,11.5,87.9,6.92,0.67,2.7,0.06,0.07,27.663,354.4,337.3,0.16,335.4,219,19.88,0,7.59,-69.5,3.966,3.009
T-10,7/9/2018,11:40:40,0.663,204,0,5.8,11.5,87.8,6.91,0.68,2.76,0.1,0.11,27.656,354.4,337.3,0.16,335.5,219,20.76,0,7.59,-69.4,5.381,4.007
T-10,7/9/2018,11:41:50,0.393,205,0,5.8,11.5,87.6,6.89,0.71,2.87,0.1,0.11,27.648,354.3,337.2,0.16,335.4,219,22.11,0,7.58,-69,6.809,5.015
T-10,7/9/2018,11:42:41,0.25,206,0,5.8,11.5,87.5,6.88,0.7,2.85,0.07,0.09,27.647,354.3,337.2,0.16,335.4,219,22.6,0,7.58,-68.6,8.222,6.012
T-10,7/9/2018,11:43:58,0.121,207,0,5.8,11.5,87.4,6.88,0.69,2.81,0.07,0.08,27.648,354.3,337.2,0.16,335.4,219,23.26,0,7.55,-67.2,9.68,7.04
T-10,7/9/2018,11:45:08,0.744,2XB,0,5.8,11.5,87.3,6.87,0.72,2.9,0.05,0.06,27.649,354.3,337.3,0.16,335.4,219,23.87,0,7.52,-65.5,10.237,7.433
T-10,7/9/2018,11:58:01,0.26,3XS,0,5.8,11.5,89.2,7.01,0.65,2.64,0.12,0.13,27.759,355.2,337.4,0.16,335.5,219,16.08,0,7.63,-71.6,0.466,0.539
T-10,7/9/2018,11:59:15,0.445,301,0,5.8,11.5,88.4,6.95,0.74,3,0.1,0.11,27.695,354.6,337.3,0.16,335.4,219,19.22,0,7.59,-69.6,1.137,1.012
T-10,7/9/2018,12:00:00,0.469,302,0,5.8,11.5,88.2,6.93,0.69,2.79,0.07,0.08,27.684,354.6,337.3,0.16,335.4,219,20.83,0,7.59,-69.4,2.545,2.006
T-10,7/9/2018,12:00:45,0.431,303,0,5.8,11.5,87.9,6.92,0.66,2.67,0.1,0.11,27.669,354.6,337.4,0.16,335.6,219,21.79,0,7.59,-69.3,3.972,3.013
T-10,7/9/2018,12:01:50,0.641,304,0,5.8,11.5,87.7,6.9,0.69,2.8,0.09,0.1,27.66,354.6,337.5,0.16,335.6,219,22.48,0,7.58,-69,5.382,4.007
T-10,7/9/2018,12:02:56,0.359,305,0,5.8,11.5,87.6,6.9,0.7,2.82,0.09,0.1,27.661,354.6,337.5,0.16,335.6,219,23.27,0,7.58,-68.7,6.804,5.011
T-10,7/9/2018,12:04:16,0.155,306,0,5.8,11.5,87.6,6.89,0.71,2.87,0.07,0.08,27.668,354.7,337.5,0.16,335.7,219,22.09,0,7.56,-67.7,8.161,5.969
T-10,7/9/2018,12:04:59,0.992,307,0,5.8,11.5,87.4,6.88,0.72,2.93,0.07,0.08,27.658,354.7,337.6,0.16,335.7,219,24.99,0,7.55,-66.9,9.668,7.031
T-10,7/9/2018,12:07:38,0.635,3XB,0,5.8,11.5,87.4,6.88,0.74,2.98,0.08,0.09,27.653,354.7,337.6,0.16,335.8,219,27.37,0,7.49,-63.7,10.079,7.322
T-10,7/9/2018,12:20:29,0.576,4XS,0,5.8,11.5,88.7,6.96,0.63,2.56,0.06,0.07,27.802,356.6,338.5,0.16,336.6,220,16.03,0,7.63,-71.6,0.47,0.541
T-10,7/9/2018,12:21:48,0.288,401,0,5.8,11.5,88,6.91,0.72,2.91,0.08,0.09,27.754,355.9,338.1,0.16,336.2,220,18.66,0,7.61,-70.3,1.125,1.004
T-10,7/9/2018,12:22:41,0.11,402,0,5.8,11.5,87.7,6.89,0.68,2.74,0.1,0.11,27.723,355.8,338.2,0.16,336.3,220,27.08,0,7.6,-70.2,2.518,1.987
T-10,7/9/2018,12:23:27,0.112,403,0,5.8,11.5,87.5,6.88,0.68,2.73,0.07,0.08,27.71,355.7,338.2,0.16,336.3,220,23.99,0,7.6,-69.7,3.94,2.99
T-10,7/9/2018,12:24:11,0.554,404,0,5.8,11.5,87.3,6.87,0.69,2.78,0.08,0.09,27.704,355.6,338.2,0.16,336.3,220,24.9,0,7.6,-69.7,5.337,3.976
T-10,7/9/2018,12:25:02,0.749,405,0,5.8,11.5,87.1,6.85,0.72,2.9,0.1,0.11,27.696,355.6,338.2,0.16,336.3,220,29.18,0,7.59,-69.3,6.77,4.987
T-10,7/9/2018,12:25:48,0.023,406,0,5.8,11.5,87,6.84,0.75,3.02,0.09,0.1,27.697,355.9,338.4,0.16,336.5,220,30.82,0,7.58,-68.8,8.221,6.011
T-10,7/9/2018,12:26:49,0.476,4XB,0,5.8,11.5,86.9,6.83,0.71,2.89,0.1,0.11,27.698,355.8,338.4,0.16,336.5,220,31.6,0,7.56,-67.5,9.63,7.005
T-11,7/11/2018,11:55:19,0.287,Test,0,5.8,11.5,96.6,7.37,0.36,1.47,0.76,0.78,29.502,0,0,0,0,0,7.37,0,6.16,15.3,0.004,0.213
T-11,7/11/2018,11:57:44,0.38,1XS,0,5.8,11.5,103.1,7.95,1.01,4.08,0.17,0.18,28.823,375.4,349.8,0.17,347,227,7.42,0,7.83,-83.7,0.404,0.495
T-11,7/11/2018,11:59:11,0.575,101,0,5.8,11.5,98.5,7.65,1.44,5.83,0.17,0.18,28.402,371.8,349.1,0.16,346.6,227,9.8,0,7.76,-79.2,1.143,1.017
T-11,7/11/2018,12:00:00,0.634,102,0,5.8,11.5,97,7.54,1.3,5.25,0.14,0.15,28.334,371.4,349.2,0.16,346.7,227,10.65,0,7.73,-77.8,2.515,1.985
T-11,7/11/2018,12:00:58,0.108,103,0,5.8,11.5,96.6,7.51,1.3,5.27,0.14,0.15,28.323,371.3,349.2,0.16,346.8,227,10.21,0,7.73,-77.5,3.93,2.984
T-11,7/11/2018,12:02:10,0.545,104,0,5.8,11.5,96,7.47,1.27,5.14,0.11,0.12,28.313,371.3,349.2,0.16,346.8,227,10.41,0,7.72,-76.9,5.372,4.001
T-11,7/11/2018,12:03:10,0.491,105,0,5.8,11.5,95.9,7.46,1.32,5.35,0.11,0.12,28.309,371.3,349.2,0.16,346.8,227,10.44,0,7.71,-76.6,6.788,5.001
T-11,7/11/2018,12:04:06,0.922,106,0,5.8,11.5,95.7,7.44,1.32,5.33,0.13,0.14,28.309,371.3,349.2,0.16,346.8,227,11.61,0,7.71,-76.6,8.206,6.001
T-11,7/11/2018,12:05:30,0.918,107,0,5.8,11.5,95.6,7.44,1.34,5.41,0.13,0.15,28.307,371.2,349.2,0.16,346.8,227,11.24,0,7.71,-76.6,9.61,6.992
T-11,7/11/2018,12:06:13,0.076,108,0,5.8,11.5,95.5,7.43,1.29,5.23,0.12,0.13,28.307,371.3,349.2,0.16,346.8,227,10.94,0,7.71,-76.6,11.045,8.005
T-11,7/11/2018,12:07:10,0.378,1XB,0,5.8,11.5,95.5,7.43,1.35,5.45,0.12,0.13,28.307,371.2,349.2,0.16,346.8,227,11.4,0,7.71,-76.7,11.046,8.006
T-11,7/11/2018,12:29:37,0.458,2XS,0,5.8,11.5,105.4,8.08,1.25,5.06,0.17,0.18,29.191,377.9,349.9,0.17,346.8,227,6.84,0,7.84,-84.5,0.506,0.567
T-11,7/11/2018,12:30:58,0.74,201,0,5.8,11.5,103.8,8.03,1.44,5.82,0.19,0.2,28.646,373.7,349.4,0.16,346.7,227,7.48,0,7.83,-83.9,1.117,0.998
T-11,7/11/2018,12:31:55,0.541,202,0,5.8,11.5,98.5,7.66,1.42,5.75,0.17,0.18,28.312,372.3,350.2,0.17,347.8,228,8.65,0,7.77,-79.9,2.515,1.985
T-11,7/11/2018,12:33:01,0.041,203,0,5.8,11.5,98,7.62,1.44,5.81,0.14,0.15,28.309,372.4,350.3,0.17,347.9,228,8.39,0,7.75,-78.7,3.953,2.999
T-11,7/11/2018,12:33:50,0.133,204,0,5.8,11.5,97.3,7.57,1.41,5.69,0.15,0.16,28.267,372.5,350.7,0.17,348.3,228,9.15,0,7.73,-77.9,5.338,3.977
T-11,7/11/2018,12:34:53,0.741,205,0,5.8,11.5,97.1,7.56,1.33,5.39,0.16,0.17,28.266,372.5,350.6,0.17,348.3,228,8.87,0,7.73,-77.8,6.821,5.024
T-11,7/11/2018,12:36:06,0.458,206,0,5.8,11.5,96.7,7.53,1.38,5.58,0.13,0.14,28.251,372.5,350.8,0.17,348.4,228,9.66,0,7.73,-77.9,8.219,6.011
T-11,7/11/2018,12:37:11,0.353,207,0,5.8,11.5,96.5,7.51,1.34,5.44,0.13,0.14,28.248,372.5,350.7,0.17,348.4,228,9.56,0,7.74,-78,9.626,7.003
T-11,7/11/2018,12:38:28,0.109,208,0,5.8,11.5,96.2,7.5,1.34,5.42,0.14,0.15,28.244,372.5,350.8,0.17,348.4,228,10.6,0,7.73,-77.9,11.043,8.003
T-11,7/11/2018,12:40:29,0.164,2XB,0,5.8,11.5,96.2,7.49,1.37,5.54,0.14,0.15,28.243,372.4,350.7,0.17,348.3,228,10.29,0,7.73,-77.4,11.204,8.117
T-11,7/11/2018,12:53:25,0.763,3XS,0,5.8,11.5,104.9,8.08,1.26,5.08,0.17,0.18,28.871,376.8,350.9,0.17,348,228,6.49,0,7.88,-86.6,0.412,0.501
T-11,7/11/2018,12:54:47,0.092,301,0,5.8,11.5,103.6,8.01,1.44,5.82,0.17,0.18,28.668,375.9,351.2,0.17,348.6,228,7.03,0,7.85,-84.9,1.123,1.003
T-11,7/11/2018,12:55:26,0.395,302,0,5.8,11.5,100.8,7.82,1.54,6.21,0.17,0.18,28.449,374.8,351.6,0.17,349.1,229,8.05,0,7.82,-82.9,2.559,2.016
T-11,7/11/2018,12:56:24,0.491,303,0,5.8,11.5,98.6,7.66,1.43,5.76,0.16,0.17,28.341,374.4,352,0.17,349.5,229,8.42,0,7.77,-80,3.937,2.989
T-11,7/11/2018,12:57:07,0.373,304,0,5.8,11.5,97.5,7.59,1.42,5.76,0.15,0.16,28.293,374.1,352,0.17,349.6,229,9.75,0,7.76,-79.3,5.38,4.007
T-11,7/11/2018,12:58:18,0.779,305,0,5.8,11.5,97.1,7.56,1.36,5.48,0.16,0.17,28.285,374,351.9,0.17,349.5,229,9.27,0,7.74,-78.1,6.796,5.006
T-11,7/11/2018,12:59:03,0.104,306,0,5.8,11.5,96.7,7.53,1.4,5.65,0.11,0.12,28.271,373.9,351.9,0.17,349.5,229,9.81,0,7.73,-77.7,8.205,6.001
T-11,7/11/2018,12:59:46,0.749,307,0,5.8,11.5,96.4,7.51,1.43,5.79,0.14,0.15,28.26,373.7,351.8,0.17,349.5,229,10.05,0,7.73,-77.6,9.62,6.999
T-11,7/11/2018,13:00:27,0.078,3XB,0,5.8,11.5,96.2,7.49,1.37,5.55,0.14,0.15,28.254,373.6,351.8,0.17,349.4,229,10.16,0,7.73,-77.6,11.041,8.002
